100000 100000
1 214104148 58801642
1 992577719 393731915
1 780909624 475483751
1 102482756 145795198
1 861470983 201041785
1 860623252 985612397
1 741674739 125229763
1 689439753 739653106
1 502442107 431770923
1 728253767 251757716
1 544991957 662066844
1 564115380 94373802
1 988000539 981500369
1 288407492 187105343
1 238702890 380019634
1 230501392 123879803
1 220981150 823940965
1 514992765 124303945
1 270445567 303247517
1 694908868 110250668
1 636426197 946530919
1 369116794 458679153
1 543315370 400956546
1 434572715 271737558
1 718860163 139761519
1 164903344 276597978
1 803499044 31260172
1 53732574 140239478
1 910484056 330039248
1 465343848 691589540
1 847289234 426092581
1 393615744 43155226
1 560903281 795717084
1 773644425 775852037
1 35468310 262915951
1 729289809 130141365
1 640019856 68131969
1 82543865 833281671
1 940426610 63370928
1 814336099 426512140
1 406547463 343224465
1 67428843 991155841
1 65111200 254762077
1 546545857 8660380
1 800679735 891774043
1 300022412 185075328
1 612013519 812028350
1 454646103 490237095
1 305009814 256478509
1 675288836 921370835
1 493622508 377142173
1 848457032 725920744
1 70870433 413426993
1 775384437 955462663
1 739592172 690285968
1 895467249 552655767
1 420359284 904771205
1 482096068 132814745
1 696723926 403675769
1 677725282 68529464
1 559125242 976986669
1 350307490 10802934
1 94095448 914230344
1 650958117 371374601
1 570362742 512583164
1 357179251 687856770
1 490203668 105778184
1 74444264 142241072
1 601994084 919108771
1 718682481 93922370
1 732942150 385494436
1 280122733 531597885
1 252654659 791683694
1 38163472 463347098
1 195377722 3855969
1 667681810 919103673
1 781353733 349689126
1 368845276 544748490
1 314466057 66743310
1 103634605 970547096
1 636972058 383398511
1 245507615 930399418
1 145487475 17096970
1 326608171 128306843
1 20094965 374122754
1 499708397 583463540
1 103338019 280793488
1 722681274 84148333
1 900710050 414561225
1 566777687 388105895
1 133791125 798016622
1 79169415 100958990
1 125497304 197225552
2 39860001 59622590
1 929083157 540000940
1 828921961 964980438
1 893232438 646892936
1 236319926 131732979
1 774543927 506891553
1 524873426 477827484
1 771750126 3139802
1 310582404 218696749
1 369152259 54739408
1 708865656 458785414
1 266815240 210862322
1 249359481 37180448
1 383163682 676029668
1 839763287 639036525
1 88465928 788168172
1 63828822 176671501
1 315633147 354672117
1 995872402 932894274
1 801837923 30086936
1 336320085 354709691
1 401764043 759684533
1 338001436 695888537
1 42608927 454655147
1 868197799 796510075
1 379572908 100928097
1 376277027 541630952
1 893261809 140531333
1 134519785 159703360
1 882479982 111969870
1 697524915 188017432
1 295575709 611265652
1 786642791 989035983
1 591260496 701300181
1 667109555 891148476
1 945308271 712090191
1 465839663 434817657
1 819721649 747137816
2 928273163 811333664
1 307067691 276457474
1 693877402 954270782
1 208511686 910078345
1 463423345 625950324
1 228617389 524212440
1 878473192 341843397
1 21971389 698926217
1 416159457 830734098
1 687982927 670077219
1 892387370 328736942
1 497418048 98778612
1 911960076 722208693
1 118083659 357166985
1 439511380 671501627
1 918312101 899489096
1 315113422 416610052
1 628414240 226534312
1 35474018 4345238
1 137767648 59445626
1 955970340 668341173
1 641956248 193796186
1 718390391 627216681
1 103947068 134166865
1 733811785 969064352
1 924428741 977147589
1 481020521 28944070
1 35086444 725818539
1 458196656 34839250
1 901740231 548944116
1 95969630 787309669
1 260904861 659370231
1 617460172 805107078
1 862630998 577082489
1 384857123 72921497
1 909391749 506009744
1 83727162 393601527
1 890172709 761635161
1 273824065 896583512
1 116204524 986799745
1 712705120 564147452
1 48711472 502440397
1 63335847 126670195
1 588332256 85515804
1 830967687 780737546
1 138147088 408285609
1 15511346 292144444
1 108990205 580781700
1 762773684 607418045
1 559875747 705822322
1 431901713 477363531
1 17076298 386015435
1 400563927 709666322
1 677694292 902185603
1 839094105 922491464
1 622448094 885249899
1 742871004 756019148
1 120559210 954541927
1 955631536 62008217
1 834053516 104658021
1 890029409 146170639
1 171523697 668699783
1 139887501 387614420
1 986116459 528022514
1 555895439 26273754
1 46635569 765455606
1 719464855 712885375
1 224662384 417415040
1 520673527 111590411
1 273287335 820202059
1 749118947 538498446
1 85278636 699421281
1 915184917 235020205
1 167116623 967956132
1 645103256 398468467
1 705055263 842019673
1 771917542 669416867
1 66374625 14309582
1 951417332 100841940
1 895867549 631025504
1 432187407 984055295
1 964670423 507243089
1 100168610 492606178
1 478770917 81576710
1 141892697 522183818
1 910261794 96470530
1 294632530 939125375
1 631631861 617999284
1 74274307 640278842
1 442137944 511984766
1 773397977 574262726
1 698885318 222969114
1 171372378 479986419
1 919891234 670173663
1 957756084 616569523
1 934312814 595038034
1 832701524 856564947
1 136767077 629739427
1 24974930 787315923
1 482070626 852694698
1 459196588 453805776
1 46456848 263680475
1 291079377 996319951
1 368908665 255622344
1 874533761 703819637
1 957503711 669903806
1 114020603 788861497
1 2202641 305543866
1 982512890 92380447
1 737793674 320679718
1 42816446 794943333
1 857879792 973436764
1 790574690 500469419
1 184813415 690690921
1 390997961 202770707
1 642110573 847074236
1 851482427 34126981
1 281497680 18011997
1 834485491 129432327
1 631651177 149664718
1 240425744 418739401
1 630156075 436784099
1 598215393 835158544
1 653118791 971579098
1 503708411 239705781
1 818269537 170832971
1 316250602 201841489
1 39907160 704740256
1 51598566 426683952
1 606159287 56715241
1 762671550 38335554
1 572809896 46732571
1 50645126 789108470
1 608117476 548721637
1 246493167 107681284
1 139462654 44166901
1 309630961 407663424
1 521829925 72335127
1 311328729 24762789
1 674282215 182960864
1 96266551 689715044
1 30776743 514139252
1 12158968 344828711
1 4029804 595396280
1 588857197 111243181
1 560670143 24850365
1 100180871 112719649
1 665148830 504003175
1 147052825 349109234
1 296825198 929569383
1 214246867 309996228
1 351853726 583092691
1 146953089 820329929
1 184266037 80843463
1 970705861 220139568
1 841493295 443488501
1 48977837 477248236
1 77680409 697555265
1 429623213 630298255
1 22983073 522430029
1 18401591 830873347
1 625968829 135722350
1 547460951 1754640
1 997694113 692641415
1 514948542 174026562
1 401162459 386280480
1 183066124 595763564
1 305704213 982802845
1 192448905 171352531
1 136664932 267493481
1 97280433 195655573
1 666372330 592531205
1 239455177 138805361
1 361536839 118415710
1 541826374 938183116
1 204160844 799920849
1 666213672 73449846
1 606226444 185422940
1 163440643 108280966
1 951658112 852664106
1 143127544 155925946
1 416906080 848830046
1 940183396 270640524
1 111741608 140498178
1 536376593 538027023
1 216919779 136471625
1 496374400 383550783
1 366657580 76342395
1 142129913 775632327
1 515945303 746719513
1 221968786 450291463
1 134798366 108373424
1 659562504 749397492
1 154736572 847847665
1 152013703 181744969
1 490503124 843767882
1 102414215 141310258
1 980895620 473705899
1 396919629 943997021
1 335175069 437778602
1 7489335 319201819
1 828287748 43180782
1 498381994 912928436
1 746478939 472061999
1 461497574 826276901
1 202929021 424024511
1 634426077 542768784
1 688302781 957917525
1 299748145 663415731
1 879309680 368311684
1 559730428 410929536
1 840318614 382482826
1 167404423 362559791
1 99785095 489320514
1 532153864 788086140
1 857684795 991089479
1 134838889 641959838
1 359199543 490187484
1 903711997 683181995
1 427436463 384813004
1 155461363 144508120
1 16892014 229216472
1 881252023 801015780
1 80853799 138608398
1 502841692 912166499
1 496271390 799745360
1 572302095 895034330
1 172659278 634078249
1 822812251 358299524
1 49124871 7986449
1 103985172 213054302
1 680690285 509211004
1 660323777 13715990
1 586534201 930376477
1 986446812 430793022
1 868778675 821874772
1 373421145 934946059
1 669016663 731657927
1 848243568 433198590
1 70530426 786875216
1 982079009 242593421
1 35270135 79672373
1 547342108 151843986
1 131601880 72124397
1 16212480 338685347
1 211281680 13705847
1 183268692 705356646
1 143714563 639041113
1 459716363 599729613
1 670693055 989490860
1 241118107 170382460
1 990269583 255595809
1 111729576 731254932
1 3363800 493790356
1 811389931 509411867
1 513379113 920942192
1 185897719 941740495
1 847516152 737914691
1 628113157 815704694
1 794406793 689136552
1 672219889 881186134
1 18871441 492212778
1 552095626 941831142
1 786405427 501647951
1 95042649 801452022
1 901759420 78475061
1 196508261 31977188
1 861633564 786057005
1 8558656 549884199
1 890138218 181944924
1 21480689 248687327
1 3207763 811738722
1 397728490 653621966
1 787982109 876633492
1 180901298 364249912
1 623117419 249693292
1 738446067 755052056
1 814304525 102869344
1 99162021 754734031
1 466609768 847575579
1 191103936 395800087
1 287803631 982453173
1 710077178 700504267
1 859785176 784970947
1 268492529 690792556
1 894089816 817438031
1 471050353 111538607
1 26542444 8214888
1 731282780 620771679
1 283292420 117436119
1 40550106 566294021
1 223780632 837216127
1 166874244 834754504
1 211969129 37264377
1 28874123 103564686
1 26873652 693903294
1 26534118 75301228
1 95051240 384314468
1 462361571 315088951
1 773943322 149941553
1 806460801 417386190
1 810180242 653005314
1 701794872 879202958
1 218515142 179933802
1 10255044 350811326
1 44619276 444378929
1 897839534 768944116
1 789218472 535855032
1 756280437 642576644
1 996902186 267626208
1 965214319 265589995
1 63551115 597195824
1 976676741 433966897
1 629367238 63702522
1 810374642 418297398
1 421908908 824992940
1 205442398 509657388
1 134608977 865774726
1 356054414 110074134
1 868586218 882217267
1 227752171 14879043
1 179125939 590562257
1 100107302 23729113
1 390381376 577244847
1 840568933 294626965
1 959066836 24058270
1 336488793 835679978
1 96241774 480309427
1 399926490 733680898
1 129172588 690697977
1 364083325 967532972
1 198564919 91006195
1 283391364 632904280
1 209472357 876206666
1 722148792 370152878
1 818805392 379991946
1 498696618 112868132
1 549330868 364678601
1 507212461 2732015
1 451559874 159593820
1 180643334 678121327
1 265844974 83470836
1 919624349 686626184
1 126446833 123573926
1 396296175 203023878
1 137893569 28316226
1 49251464 988151353
1 696422676 990039382
1 37035388 476487064
1 25189998 106996505
1 610431208 780909715
1 704622207 6098422
1 20875794 258108806
1 948143227 114555449
1 126083575 313264014
1 87506901 495165490
1 685964479 312781457
1 363232050 692539576
1 368964360 398709631
1 249718482 835480736
1 106653928 531206298
1 352497819 316440438
1 630446937 237355861
1 58914581 773358756
1 748520108 418251030
1 804879165 604633702
1 713464985 450296625
1 130637391 894343303
1 969829914 323462446
1 798269720 981819809
1 374031923 669895092
1 480996762 777110204
1 118432981 578749476
1 66000549 608138700
1 35646607 757564914
1 348811375 989906962
1 842173418 343918949
1 829618262 575788041
1 756830614 506488317
1 15488189 50428392
1 922621303 664308181
1 969921917 722273220
1 704763793 238250677
1 163620924 197801508
1 140759972 811827566
1 827404640 233170155
1 273168917 622929311
1 585887718 595333509
1 267439014 164235127
1 732274748 112908679
1 928068292 663034061
1 127485002 37706064
1 861808616 787693744
2 68318096 904445483
1 708449841 267138719
1 789898303 76872767
1 588332552 883469254
1 517883033 101892918
1 438815203 708273023
1 818690825 601948024
1 712136723 748517308
1 481816639 878902483
1 611735895 86464007
1 504175995 862960550
1 311334580 330121968
1 355825285 406586678
1 671298558 783266615
1 443780073 400980880
1 92127834 56796551
1 487563075 467983151
1 225803803 273891350
1 103188200 57752849
1 650169475 1570389
1 371706470 33690745
1 475370587 914288869
1 185791236 945059292
1 5377532 771824306
1 407035244 305930213
1 476081400 768999656
1 789059433 803348784
1 640011246 70907346
1 594022717 881308294
1 428049285 947094123
1 220786725 58228706
1 30816197 177242630
1 413138393 595318978
1 608328859 806468424
1 503807992 765880001
1 675654082 972114485
1 691488446 812298005
1 72956108 107628366
1 55350003 200059848
1 97376106 217674528
1 36303497 853475487
1 13390208 149400077
1 761290852 100759316
1 513169769 342959809
1 806096027 374575444
1 851486781 107304659
1 78716892 937855870
1 582448188 769211268
1 41583740 404206414
1 397670287 468382723
1 140441722 112472179
1 710403108 528937414
1 81743807 271608747
1 762475992 692054473
1 709763783 521220374
1 281564901 354816766
2 586813534 123137492
1 334681085 518302680
1 556287448 526823145
1 814095572 885963567
1 101548694 65357849
1 82509096 603424157
1 144098144 643436039
1 127055884 622475848
1 776590204 893435809
1 659119815 106079479
1 382693815 221425940
1 827041994 580629774
1 741295758 405168459
1 140448394 431629905
1 311324 937455174
1 153173666 704395356
1 536279079 253614294
1 588948845 711108892
1 680658678 977992155
1 911407767 822464496
1 353180984 60976358
1 866535641 777907980
1 453730319 131040936
1 884739466 432411812
1 989184381 550980040
1 966664459 808751436
1 412780103 223011311
1 552660745 495346518
1 42185251 130888625
1 791920189 846456064
1 207093274 338642909
1 472935008 781701909
1 208629361 740358423
1 154806968 30993237
1 276401387 470982848
1 170271978 312916442
1 712565830 370584069
1 626406405 840589819
1 439008820 460405226
1 166633079 283483065
2 743341640 430568881
1 844357067 537285693
1 413448520 365172526
1 774582032 354343710
1 837910001 348608359
1 11634107 906403050
1 780008406 361098354
1 998156844 672805322
1 947404197 224075052
1 542204556 851837049
1 917035998 133883867
1 574607694 990531077
1 52239071 247211830
1 996841875 401462878
1 293939053 21275671
1 820567805 936096179
1 878896631 16131729
1 510923845 457442209
1 113148613 958689674
1 809213397 435626928
1 212731978 619060569
1 89308202 497838917
1 294066887 22298062
1 929568663 109965694
1 651878302 804538367
1 890478088 451689073
1 268856070 151353780
1 270179957 927086119
1 405868316 813702718
1 878981161 289343792
1 193576998 803858759
1 297148450 274519875
1 648550200 703702875
1 783814246 694320402
1 182364872 547239435
1 856748707 290643992
1 121598623 889581973
1 215722962 703426198
1 444264780 105000488
1 497798636 52870187
1 595640622 156150218
1 630916144 680866969
1 569443900 456496268
1 141379573 842548407
1 7504269 570197557
1 279005182 76271051
1 361992352 977266691
1 61865853 983263379
1 384403905 45621159
1 53456573 589436543
1 558647558 391002622
1 120384738 376696092
1 597415718 72901279
1 598719168 712170381
1 805995581 833863169
1 856094229 28250481
1 992621698 132886968
1 279396634 419975296
1 403977081 92487131
1 381792475 897968667
1 599249719 39206450
1 597268 448348688
1 888876758 100918105
1 677101177 523636386
1 12286230 336237498
1 670124410 22208933
1 983930806 93953120
1 890391113 930362473
1 27901107 782470303
1 27939883 872652044
1 473974763 869973596
1 511748474 77574861
1 663483378 75533753
1 717497823 658211834
1 969635814 208707393
1 813220381 1992537
1 421134223 44269096
1 552483059 10966632
1 724413374 923760553
1 126045121 21472705
1 567616325 805214301
1 289450073 736916456
1 435680624 357989876
1 2201312 283207363
1 554147461 67283635
1 744754463 199059856
1 357206373 350717646
1 204274937 215493184
1 682098904 561550420
1 688982044 489388884
1 737043359 802058817
1 608260259 800991871
1 376158790 56410409
1 534256469 412324954
1 263920846 956906245
1 152147012 629290754
1 49975352 269635087
1 39615969 691617569
1 881284130 547659551
1 134640724 44841486
1 61544728 442609289
2 64093116 323693465
1 214753415 233613876
1 135142480 94941412
1 725138787 437896384
1 690607729 687967846
1 667431758 11447003
1 593047764 675142399
1 124499676 255455863
1 402059834 436076576
1 883156032 943945407
1 231599830 257974446
1 359628182 251872216
1 709794990 252737845
1 239166086 722503865
1 9650229 923103856
1 262364075 562059812
1 326737064 147127847
1 528605530 926273649
1 10221012 133340571
1 140486879 78447300
1 11399616 260280107
1 536766964 656541479
1 87145860 662578922
1 28625340 69752452
1 544692847 77376015
1 332355173 288426764
1 240925590 22695113
1 541191010 204060025
1 31018601 284079364
1 424508999 782070859
1 70359001 846197466
1 21457913 13374742
1 571226338 349160676
1 366745007 605265759
1 381510598 809934291
1 692799268 220963242
1 244003906 427366019
1 21424588 453281467
1 543258720 241818574
1 764277766 116720455
1 342027409 433918622
1 657880213 392420066
2 83696085 871290388
1 4852942 751996186
1 144341956 884690538
1 201963270 18011561
1 921881289 757289696
1 278720787 591411580
1 555385347 397597167
1 133864103 438600712
1 455272603 75382938
1 153372591 752760537
1 82553681 205280605
1 568502713 463330466
1 761255990 514833682
1 700554117 353186496
1 43409114 225517596
1 643263409 688414643
1 307288538 693265709
1 55923402 892737184
1 238064738 184995783
1 547177539 887921519
1 404412127 961854312
1 538558052 694586437
1 282525952 120310325
1 396107051 171900457
1 921094758 422965061
1 257951653 416927256
1 152126961 292293597
1 818097326 571449988
1 286611427 65411946
1 799905844 562868466
1 378694167 718818708
1 149066975 402716423
1 446360222 608850761
1 190542999 351045094
1 743965905 185172501
1 750855806 19621670
1 460938817 25182590
1 711853160 484662683
1 681509388 597994665
1 500403684 531733914
1 153405109 299290563
1 744420705 32040091
1 815078969 27026348
1 387993874 252688026
1 372522110 64271765
1 42951894 923934222
1 203631634 495422967
1 896941820 713450447
1 914051096 151738412
1 195069843 478805979
1 225245822 485839271
1 215668198 930491297
1 508979868 997275475
1 324110005 298325243
1 620617497 183177178
1 95070646 710471110
1 56962248 379774152
1 35871651 37890706
1 721399785 666494111
1 368048472 37765544
1 577565008 509005016
1 58184713 243885515
1 436491068 301241724
1 153317786 979136549
1 190608833 664538554
1 443504753 861623512
1 105880138 849493159
1 381416794 233370463
1 118767289 902496738
1 859954598 484962854
1 622605983 598428097
1 827361841 513847362
1 946354923 123301179
1 82913427 602059264
1 970665415 333342224
1 803207370 217041126
1 703617015 291705654
1 108135394 453380174
1 899989115 389729984
1 454402840 696683148
1 696940332 100349186
1 239602108 460791031
1 29955568 952057978
1 310341322 461798869
2 707841734 429597536
1 454263541 295947080
1 974517156 999548870
1 382909585 345883614
1 160767931 285166969
1 67121341 472442090
1 476396985 778069457
1 156850812 22140993
1 144277666 158673577
1 70543400 4929234
1 461934570 373912663
1 702755583 846003559
1 958734099 667177030
1 81541104 952725298
1 181384800 48017085
1 945569026 799632182
1 177623662 111596482
1 181126544 2475787
1 787191918 480795237
1 53148939 68504268
1 381004760 898249613
1 939827552 939442779
1 508372396 524911806
1 160290372 55788866
1 386164230 566632376
1 922015481 72192415
1 266614925 139135411
1 77312759 960912656
1 792454069 81958989
1 282415773 623036941
1 323463362 167614577
1 851772287 403815285
1 182122186 556361705
1 486248273 199447476
1 119444975 200442036
1 449938934 833742651
1 414807491 937583075
1 902602534 9285108
1 529344782 465980131
1 611477854 44536214
1 175730121 706129022
1 498035575 385631597
1 660344484 214254892
1 272454850 506507124
1 960400618 759074452
1 278251534 147127350
1 417396668 504207974
1 733606243 809487252
2 720856098 118681290
1 817284332 792361712
2 12482259 483413254
1 716007240 582808539
1 588789513 180699615
1 450457066 745031165
1 471010352 439241800
1 94202946 11939092
1 619455581 982207789
1 133250781 867916093
1 666245660 611072162
1 257013578 830569907
1 306145791 814469703
1 520209726 758937945
1 338354659 983035135
1 697757866 955741242
1 328669839 626043989
1 274283934 35667207
1 112449048 938518954
1 729281117 338559990
1 819348170 119548626
1 110462871 562075398
1 337044464 437424240
1 21057161 720386819
1 979803159 440066695
1 801609066 124149562
1 684535312 708070383
1 370807767 168596375
1 550734657 542861629
1 32499022 188689925
1 814755140 233904708
1 149807180 958439976
1 97427146 868482386
1 513046234 621212133
1 24042874 947614838
1 30082953 384007535
1 684077068 448814416
1 218496999 875004401
1 123297328 729450919
1 954040911 452682675
1 25931820 482875555
1 280480205 97178848
1 854109886 37136032
1 709453519 749064267
1 3067368 13646448
1 258276671 584537488
1 862104780 322871151
1 124077820 169299503
1 340069793 99026284
1 92131274 907591209
1 365162661 928063948
1 254478303 376897344
1 279087599 520991345
1 350111202 213779234
1 269807857 115652360
1 963379183 280208879
1 347325639 641462127
1 779946300 317282812
1 657825875 833666369
1 488777271 754643922
1 720618354 772390245
1 189329081 276078091
1 955475112 934978765
1 829861063 361577154
1 172359173 32664455
1 961931953 933439455
1 593269328 311022675
1 571680677 188280239
1 713593673 820177263
1 437017610 560898530
1 19227226 29440332
1 637043980 592191565
1 632745353 5106505
1 108119303 182938737
1 91328345 90643966
1 17197116 707593423
1 645126696 792424547
1 392410719 324674296
1 638056818 80585586
1 586262211 446986419
1 61119060 730858154
1 50589491 1534672
1 388858707 548529306
1 688163201 404975043
1 879187620 818837980
1 889752192 929435461
1 943323005 350957812
1 691586730 316673546
1 34653679 42271772
1 451923811 626810616
1 28551930 983434229
1 573249360 990353078
1 775019531 264938462
1 920623109 292916328
1 924442117 847452952
1 850007406 806231376
1 158543664 763638568
1 684405380 878808328
1 432187231 774075841
1 264929645 938943284
1 651931982 352233058
1 81021427 15469969
1 391718850 226828826
1 127026060 328245302
1 133451178 379494687
1 589273586 519558516
1 11995518 892691855
1 522453395 961060829
1 848691280 160938164
1 565965850 982968387
1 946258274 646405083
1 11781166 437561438
1 570375701 730385077
1 119603834 929923024
1 546970977 356696210
1 79003880 466295892
1 852746362 949729703
1 309218643 920285739
1 219253561 705640053
1 711215040 290176656
1 383380343 815462379
1 698209836 755045022
1 613223698 676670333
1 943300371 118031821
1 42649089 129657881
1 54194116 307441284
1 33487254 972541042
1 166363099 833875077
1 464484472 487464059
1 258019923 771362568
1 109849510 552261797
2 851512752 543799256
1 704674047 84394724
1 699892811 330539858
1 56521599 209215928
1 887855472 470538548
1 111370063 776865813
1 559207567 6117875
1 68652599 645512954
1 401410684 263230761
1 464605229 369543311
1 614998316 230882579
1 944795734 480793998
1 413597053 68588079
1 54374171 979120600
1 413553938 343954274
1 218728742 474941708
1 647672985 638230830
1 509631933 12092273
1 279979928 485979319
1 513078763 960905614
1 479054897 559461276
1 711100918 519611849
1 974113894 664375377
1 568797888 129369397
1 333861473 627985678
1 149693813 200564454
1 723287022 173031665
1 58342891 109404583
1 315417956 239945696
1 578701346 280084959
1 145399306 475702812
1 819199287 557734270
1 838827990 99369022
1 396212499 589659924
1 342797462 845802580
1 550804584 363619649
1 762044173 83944903
1 860821725 26380814
1 142039972 411477587
1 734379730 924581379
1 492897852 82750663
1 998006582 649340604
1 29101138 62512006
1 310952581 352315716
1 330459438 639063324
1 262808204 791106396
1 415015673 934509233
1 91322798 204436959
1 862376096 587911869
1 871263359 425264398
1 620526416 6883880
1 57011254 203417994
1 305900679 196861035
1 247979460 672509040
1 655818027 92998316
1 691528260 126946834
1 931240495 291158707
1 989067523 734431281
1 835496631 943793131
1 128032516 63882118
1 81517318 759975418
1 131505287 241664424
1 38001799 332066143
1 77588092 86445671
1 383461223 27328892
1 320511318 944734950
1 512998335 609152218
1 855179137 35189835
1 745940172 6939618
1 4893048 633079150
1 237416693 237743125
1 736765137 213927535
1 975654941 440443473
1 516500657 697641025
1 743955646 12749488
1 276988443 393193383
1 959254178 818210195
1 922677046 453697135
1 341729516 869681912
1 506303607 114513435
1 205605411 308954654
1 768876329 888336082
1 67755921 400409915
1 530854001 61620100
1 415536863 104214975
1 957910010 56120158
1 588917783 982028436
1 784116908 693214764
1 949728808 639106483
1 347415776 8911039
1 773346425 62333331
1 353992947 822736617
1 78200559 642760305
